380	 1496.573984 1486.085308 1468.030324 1441.937751 1408.059572 1372.860187 1695.378538 1681.535507 
378	 1496.543032 1485.956911 1467.728422 1441.382774 1407.210138 1372.379089 1695.374478 1682.018197 
376	 1496.511657 1485.826713 1467.422172 1440.819909 1406.351285 1371.996338 1695.326723 1682.302232 
374	 1496.479854 1485.694680 1467.111488 1440.249016 1405.483071 1371.736310 1695.231283 1682.416414 
372	 1496.447619 1485.560777 1466.796287 1439.669956 1404.605574 1371.631061 1695.079556 1682.371973 
370	 1496.414938 1485.424967 1466.476478 1439.082586 1403.718904 1371.723664 1694.856682 1682.165752 
368	 1496.381804 1485.287214 1466.151974 1438.486760 1402.823198 1372.073565 1694.538340 1681.780254 
366	 1496.348211 1485.147480 1465.822680 1437.882328 1401.918632 1372.765418 1694.084636 1681.180928 
364	 1496.314151 1485.005728 1465.488503 1437.269147 1401.005417 1373.924585 1693.428249 1680.309819 
362	 1496.279612 1484.861918 1465.149346 1436.647061 1400.083818 1375.745992 1692.450080 1679.073728 
360	 1496.244585 1484.716007 1464.805108 1436.015918 1399.154142 1378.552283 1690.925469 1677.322597 
358	 1496.209065 1484.567957 1464.455688 1435.375563 1398.216764 1382.923356 1688.393867 1674.809551 
356	 1496.173042 1484.417724 1464.100981 1434.725841 1397.272119 1390.023934 1683.805578 1671.114981 
354	 1496.136501 1484.265263 1463.740885 1434.066594 1396.320732 1402.575761 1674.432458 1665.498060 
352	 1496.099439 1484.110531 1463.375284 1433.397658 1395.363208 1428.282589 1652.158620 1656.605226 
350	 1496.061840 1483.953482 1463.004072 1432.718876 1394.400261 1491.424268 1594.102912 1641.941320 
348	 1496.023698 1483.794069 1462.627129 1432.030088 1393.432725 1618.083020 1498.395612 1617.272964 
346	 1495.985001 1483.632244 1462.244340 1431.331128 1392.461574 1683.076599 1489.455408 1578.066706 
344	 1495.945737 1483.467957 1461.855583 1430.621836 1391.487949 1673.661095 1559.302060 1529.428846 
342	 1495.905897 1483.301158 1461.460737 1429.902047 1390.513175 1677.170002 1616.436651 1496.543771 
340	 1495.865468 1483.131795 1461.059672 1429.171601 1389.538809 1687.026894 1641.645850 1497.762069 
338	 1495.824440 1482.959813 1460.652262 1428.430334 1388.566671 1691.753622 1654.170841 1523.551775 
