0.000	0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 
0.500	5.333e-29 5.264e-28 3.683e-27 2.108e-26 1.048e-25 4.665e-25 1.901e-24 7.185e-24 2.546e-23 8.526e-23 2.714e-22 8.254e-22 2.409e-21 6.767e-21 1.836e-20 4.822e-20 1.229e-19 3.045e-19 7.345e-19 1.728e-18 3.972e-18 8.926e-18 1.964e-17 4.234e-17 8.954e-17 1.859e-16 3.792e-16 7.605e-16 1.501e-15 2.916e-15 
1.000	1.068e-28 1.054e-27 7.375e-27 4.222e-26 2.098e-25 9.342e-25 3.806e-24 1.439e-23 5.099e-23 1.707e-22 5.434e-22 1.653e-21 4.823e-21 1.355e-20 3.676e-20 9.656e-20 2.461e-19 6.096e-19 1.471e-18 3.460e-18 7.952e-18 1.787e-17 3.932e-17 8.476e-17 1.793e-16 3.722e-16 7.591e-16 1.523e-15 3.005e-15 5.837e-15 
1.500	1.605e-28 1.585e-27 1.109e-26 6.347e-26 3.153e-25 1.404e-24 5.721e-24 2.163e-23 7.664e-23 2.566e-22 8.168e-22 2.484e-21 7.249e-21 2.037e-20 5.525e-20 1.451e-19 3.698e-19 9.161e-19 2.210e-18 5.200e-18 1.195e-17 2.685e-17 5.908e-17 1.274e-16 2.693e-16 5.592e-16 1.141e-15 2.288e-15 4.514e-15 8.770e-15 
2.000	2.147e-28 2.120e-27 1.483e-26 8.488e-26 4.217e-25 1.878e-24 7.651e-24 2.892e-23 1.025e-22 3.431e-22 1.092e-21 3.321e-21 9.692e-21 2.723e-20 7.387e-20 1.940e-19 4.943e-19 1.225e-18 2.954e-18 6.951e-18 1.597e-17 3.589e-17 7.896e-17 1.702e-16 3.600e-16 7.473e-16 1.524e-15 3.057e-15 6.033e-15 1.172e-14 
2.500	2.695e-28 2.660e-27 1.861e-26 1.065e-25 5.291e-25 2.356e-24 9.599e-24 3.628e-23 1.286e-22 4.304e-22 1.370e-21 4.166e-21 1.216e-20 3.415e-20 9.265e-20 2.433e-19 6.200e-19 1.536e-18 3.705e-18 8.717e-18 2.003e-17 4.501e-17 9.901e-17 2.134e-16 4.513e-16 9.370e-16 1.911e-15 3.833e-15 7.562e-15 1.469e-14 
3.000	3.250e-28 3.208e-27 2.244e-26 1.284e-25 6.380e-25 2.841e-24 1.157e-23 4.374e-23 1.550e-22 5.188e-22 1.651e-21 5.022e-21 1.465e-20 4.116e-20 1.116e-19 2.932e-19 7.471e-19 1.851e-18 4.464e-18 1.050e-17 2.413e-17 5.422e-17 1.193e-16 2.571e-16 5.437e-16 1.129e-15 2.302e-15 4.616e-15 9.108e-15 1.769e-14 
3.500	3.813e-28 3.764e-27 2.632e-26 1.507e-25 7.484e-25 3.332e-24 1.357e-23 5.131e-23 1.818e-22 6.085e-22 1.937e-21 5.889e-21 1.718e-20 4.826e-20 1.309e-19 3.437e-19 8.758e-19 2.169e-18 5.233e-18 1.231e-17 2.828e-17 6.355e-17 1.398e-16 3.013e-16 6.371e-16 1.322e-15 2.697e-15 5.408e-15 1.067e-14 2.073e-14 
4.000	4.387e-28 4.330e-27 3.028e-26 1.733e-25 8.608e-25 3.833e-24 1.561e-23 5.900e-23 2.090e-22 6.996e-22 2.226e-21 6.770e-21 1.975e-20 5.547e-20 1.505e-19 3.951e-19 1.007e-18 2.493e-18 6.013e-18 1.414e-17 3.250e-17 7.301e-17 1.606e-16 3.461e-16 7.318e-16 1.519e-15 3.098e-15 6.211e-15 1.225e-14 2.380e-14 
4.500	4.973e-28 4.907e-27 3.432e-26 1.964e-25 9.754e-25 4.342e-24 1.769e-23 6.684e-23 2.368e-22 7.925e-22 2.522e-21 7.667e-21 2.237e-20 6.281e-20 1.704e-19 4.473e-19 1.140e-18 2.822e-18 6.806e-18 1.601e-17 3.678e-17 8.263e-17 1.817e-16 3.916e-16 8.280e-16 1.718e-15 3.504e-15 7.026e-15 1.386e-14 2.692e-14 
