20.019531	-1	-1	-1	-1	-1	-1
20.263672	-1	-1	-1	-1	-1	-1
20.507813	-1	-1	-1	-1	-1	-1
20.751953	-1	-1	-1	-1	-1	-1
20.996094	-1	-1	-1	-1	-1	-1
21.240234	-1	-1	-1	-1	-1	-1
21.484375	-1	-1	-1	-1	-1	-1
21.728516	-1	-1	-1	-1	-1	-1
21.972656	-1	-1	-1	-1	-1	-1
22.216797	-1	-1	-1	-1	-1	-1
22.460938	-1	-1	-1	-1	-1	-1
22.705078	-1	-1	-1	-1	-1	-1
22.949219	-1	-1	-1	-1	-1	-1
23.193359	-1	-1	-1	-1	-1	-1
23.4375	-1	-1	-1	-1	-1	-1
23.681641	-1	-1	-1	-1	-1	-1
23.925781	-1	-1	-1	-1	-1	-1
24.169922	-1	-1	-1	-1	-1	-1
24.414063	-1	-1	-1	-1	-1	-1
24.658203	-1	-1	-1	-1	-1	-1
24.902344	-1	-1	-1	-1	-1	-1
25.146484	-1	-1	-1	-1	-1	-1
25.390625	-1	-1	-1	-1	-1	-1
25.634766	-1	-1	-1	-1	-1	-1
25.878906	-1	-1	-1	-1	-1	-1
26.123047	-1	-1	-1	-1	-1	-1
26.367188	0.13797612	-1	-1	-1	-1	-1
26.611328	0.13535919	-1	-1	-1	-1	-1
26.855469	0.13281713	-1	-1	-1	-1	-1
27.099609	0.13034676	-1	-1	-1	-1	-1
27.34375	0.12794547	-1	-1	-1	-1	-1
27.587891	0.1256107	-1	-1	-1	-1	-1
27.832031	0.12333996	-1	-1	-1	-1	-1
28.076172	0.12113079	-1	-1	-1	-1	-1
28.320313	0.11898138	-1	-1	-1	-1	-1
28.564453	0.11688901	-1	-1	-1	-1	-1
28.808594	0.11485212	-1	-1	-1	-1	-1
29.052734	0.11286854	-1	-1	-1	-1	-1
29.296875	0.11093639	-1	-1	-1	-1	-1
29.541016	0.10905392	-1	-1	-1	-1	-1
29.785156	0.1072194	-1	-1	-1	-1	-1
30.029297	0.10543116	-1	-1	-1	-1	-1
30.273438	0.10368788	-1	-1	-1	-1	-1
30.517578	0.10198783	-1	-1	-1	-1	-1
30.761719	0.10032958	-1	-1	-1	-1	-1
31.005859	0.098711836	-1	-1	-1	-1	-1
